WMO_INDEX,GSOD,GHCN,MAKT
01001,010010-99999,JNM00001001,Yes
01008,010080-99999,SV000001008,Yes
01010,010100-99999,,Yes
01015,010150-99999,NOE00134886,Yes
01023,010230-99999,,Yes
01025,010250-99999,NOE00134898,Yes
01026,010260-99999,NO000001026,Yes
01028,010280-99999,NO000099710,Yes
01033,010330-99999,,Yes
01045,010450-99999,,Yes
01046,010460-99999,,Yes
01047,010470-99999,,Yes
01049,010490-99999,,Yes
01052,010520-99999,,Yes
01055,010550-99999,,Yes
01057,010570-99999,,Yes
01058,010580-99999,,Yes
01059,010590-99999,,Yes
01062,010620-99999,,Yes
01065,010650-99999,NO000097250,Yes
01075,010750-99999,,Yes
01078,010780-99999,,Yes
01089,010890-99999,,Yes
01092,010920-99999,,Yes
01098,010980-99999,NO000098550,Yes
01113,011130-99999,NO000080700,
01115,011150-99999,,Yes
01121,011210-99999,,Yes
01124,011240-99999,,Yes
01147,011470-99999,,Yes
01152,011520-99999,NO000011520,Yes
01156,011560-99999,,Yes
01160,011600-99999,,Yes
01167,011670-99999,,Yes
01199,011990-99999,,Yes
01205,012050-99999,,Yes
01207,012070-99999,,Yes
01210,012100-99999,,Yes
01212,012120-99999,NO000001212,Yes
01218,012180-99999,,Yes
01228,012280-99999,,Yes
01233,012330-99999,NOM00001233,Yes
01238,012380-99999,NOM00001238,Yes
01241,012410-99999,NOE00109604,Yes
01259,012590-99999,,Yes
01262,012620-99999,,Yes
01271,012710-99999,NOE00112071,Yes
01273,012730-99999,,Yes
01288,012880-99999,,Yes
01293,012930-99999,,Yes
01304,013040-99999,,Yes
01307,013070-99999,,Yes
01311,013110-99999,,Yes
01317,013170-99999,NO000050540,Yes
01319,013190-99999,,Yes
01322,013220-99999,,Yes
01327,013270-99999,,Yes
01332,013320-99999,,Yes
01337,013370-99999,,Yes
01355,013550-99999,,Yes
01359,013590-99999,,Yes
01360,013600-99999,,Yes
01370,013700-99999,,Yes
01373,013730-99999,NOE00105503,Yes
01374,013740-99999,,Yes
01378,013780-99999,,Yes
01384,013840-99999,NOE00109514,Yes
01392,013920-99999,,Yes
01393,013930-99999,,Yes
01403,014030-99999,NO000014030,Yes
01406,014060-99999,,Yes
01412,014120-99999,,Yes
01415,014150-99999,NOE00109680,Yes
01417,014170-99999,,Yes
01422,014220-99999,,Yes
01424,014240-99999,,Yes
01425,014250-99999,,Yes
01427,014270-99999,,Yes
01436,014360-99999,,Yes
01442,014420-99999,,Yes
01448,014480-99999,,Yes
01450,014500-99999,,Yes
01452,014520-99999,,Yes
01455,014550-99999,,Yes
01459,,,Yes
01463,014630-99999,,Yes
01465,014650-99999,NO000001465,Yes
01467,014670-99999,,Yes
01468,014680-99999,,Yes
01470,014700-99999,,Yes
01473,014730-99999,,Yes
01476,014760-99999,,Yes
01482,014820-99999,,Yes
01486,014860-99999,,Yes
01488,014880-99999,,Yes
01490,014900-99999,,Yes
01492,014920-99999,NOM00001492,Yes
01494,014940-99999,,Yes
02080,020800-99999,SWM00002080,Yes
02120,021200-99999,SW000002120,Yes
02196,021960-99999,SW000002196,Yes
02226,022260-99999,SWE00100026,Yes
02343,023430-99999,,Yes
02361,,SW000002361,
02366,023660-99999,SWE00115961,Yes
02382,023820-99999,,Yes
02410,024100-99999,SW000002410,
02418,024180-99999,SW000024180,Yes
02433,,SW000010537,
02485,024850-99999,SWM00002485,Yes
02550,025500-99999,SW000002550,Yes
02562,025620-99999,SW000008525,Yes
02589,025890-99999,SWM00002589,Yes
02590,025900-99999,SW000002590,Yes
02836,028360-99999,FI000007501,Yes
02869,028690-99999,FIE00146062,Yes
02875,028750-99999,FIE00145622,
02897,028970-99999,FIE00145377,Yes
02911,029110-99999,FIE00144212,
02929,029290-99999,FIE00144877,Yes
02935,029350-99999,FI000002401,Yes
02958,029580-99999,FIE00143231,Yes
02963,029630-99999,FI000002963,Yes
02972,029720-99999,FIE00142511,
02974,029740-99999,FIE00142080,Yes
03005,030050-99999,UK000003005,Yes
03017,030170-99999,UKM00003017,Yes
03026,030260-99999,UK000003026,Yes
03075,030750-99999,UK000070765,Yes
03091,030910-99999,UKM00003091,Yes
03100,031000-99999,UKM00003100,Yes
03135,031350-99999,,
03162,031620-99999,UK000003162,Yes
03171,031710-99999,UKM00003171,Yes
03301,033010-99999,,Yes
03302,033020-99999,UK000003302,Yes
03340,033400-99999,,
03377,033770-99999,UK000003377,Yes
03379,033790-99999,,Yes
03391,033910-99999,,Yes
03414,034140-99999,UKM00003414,Yes
03482,034820-99999,,Yes
03502,035020-99999,UKM00003502,Yes
03772,037720-99999,UKM00003772,Yes
03797,037970-99999,UKW00035047,Yes
03862,038620-99999,UKM00003862,Yes
03894,038940-99999,,Yes
03917,039170-99999,UKM00003917,Yes
03953,039530-99999,EI000003953,Yes
03955,039550-99999,EIM00003955,Yes
03962,039620-99999,EIM00003962,Yes
03967,039670-99999,EIM00003967,Yes
03969,039690-99999,EI000003969,Yes
03973,039730-99999,EIM00003973,Yes
03976,039760-99999,EIM00003976,Yes
03980,039800-99999,EI000003980,Yes
04013,040130-99999,IC000004013,Yes
04018,,ICW00016201,Yes
04030,040300-99999,IC000004030,Yes
04048,040480-99999,IC000004048,Yes
04063,040630-99999,IC000004063,Yes
04064,040640-99999,,Yes
04077,040770-99999,,Yes
04082,040820-99999,ICM00004082,Yes
04175,041750-99999,,Yes
04197,041970-99999,IC000004097,Yes
04202,042020-99999,GLW00017605,
04203,042030-99999,,Yes
04205,042050-99999,,Yes
04220,042200-99999,GLM00004220,Yes
04231,042310-99999,,Yes
04250,042500-99999,GL000004250,Yes
04270,042700-99999,,Yes
04272,042720-99999,,Yes
04320,043200-99999,GL000004320,Yes
04330,043300-99999,,Yes
04339,043390-99999,GLE00147481,Yes
04360,043600-99999,GL000004360,Yes
04361,043610-99999,,Yes
04382,043820-99999,,Yes
04390,043900-99999,GLM00004390,Yes
06011,060110-99999,DAM00006011,Yes
06030,060300-99999,DAM00006030,Yes
06180,061800-99999,,Yes
06186,,DA000030380,
06235,062350-99999,NLM00006235,Yes
06240,062400-99999,,Yes
06260,062600-99999,NLM00006260,Yes
06270,062700-99999,,Yes
06275,062750-99999,,Yes
06280,062800-99999,NLM00006280,Yes
06283,062830-99999,,Yes
06290,062900-99999,,Yes
06310,063100-99999,NLM00006310,Yes
06320,063200-99999,,Yes
06330,063300-99999,,Yes
06340,063400-99999,,Yes
06344,063440-99999,,Yes
06350,063500-99999,,Yes
06370,063700-99999,,Yes
06375,063750-99999,,Yes
06380,063800-99999,NLM00006380,Yes
06407,064070-99999,,Yes
06447,064470-99999,BE000006447,Yes
06450,064500-99999,,Yes
06451,064510-99999,,Yes
06590,065900-99999,LU000006590,Yes
06601,066010-99999,SZ000001940,Yes
06631,066310-99999,,Yes
06645,066450-99999,,Yes
06660,066600-99999,SZ000003700,Yes
06680,066800-99999,SZ000002220,Yes
06700,067000-99999,SZ000008440,Yes
06717,067170-99999,SZ000006717,Yes
06720,067200-99999,SZE00105086,Yes
06770,067700-99999,SZ000009480,Yes
06784,067840-99999,,Yes
07005,070050-99999,FRE00104036,Yes
07015,070150-99999,FRE00104040,Yes
07020,070200-99999,FRE00104937,Yes
07027,070270-99999,FRE00104044,Yes
07055,070550-99999,,Yes
07057,070570-99999,,Yes
07059,070590-99999,,Yes
07075,070750-99999,,Yes
07110,071100-99999,FRE00104484,Yes
07117,071170-99999,FRE00171627,Yes
07130,071300-99999,FR000007130,Yes
07139,071390-99999,FRE00104052,Yes
07147,071470-99999,,Yes
07149,071490-99999,FRM00007149,Yes
07150,071500-99999,FR000007150,Yes
07180,071800-99999,FRM00007180,Yes
07190,071900-99999,FR000007190,Yes
07207,072070-99999,FRM00007207,Yes
07222,072220-99999,FRM00007222,Yes
07255,072550-99999,FR000007255,Yes
07280,072800-99999,FRE00104072,Yes
07292,072920-99999,,Yes
07314,073140-99999,FRE00171623,Yes
07335,073350-99999,FRE00104088,Yes
07434,074340-99999,FRE00106195,Yes
07460,074600-99999,FRE00104092,Yes
07480,074800-99999,FR069029001,Yes
07510,075100-99999,FR000007510,Yes
07560,075600-99999,FR000007560,Yes
07577,075770-99999,FRE00104907,Yes
07591,075910-99999,FRE00104112,Yes
07607,076070-99999,FRE00106203,Yes
07621,076210-99999,FRE00104116,Yes
07627,076270-99999,FRE00106205,Yes
07630,076300-99999,FR000007630,Yes
07643,076430-99999,FRE00106207,Yes
07647,076470-99999,,Yes
07650,076500-99999,FR000007650,Yes
07690,076900-99999,FRE00104120,Yes
07747,077470-99999,FR000007747,Yes
07761,077610-99999,FRE00106209,Yes
07790,077900-99999,FRE00104124,Yes
07791,077910-99999,,Yes
08001,080010-99999,SPE00119711,Yes
08015,080150-99999,SPE00119828,Yes
08023,080230-99999,SPE00119981,Yes
08025,080250-99999,SPE00120611,Yes
08027,080270-99999,SP000008027,Yes
08042,080420-99999,SPE00119729,Yes
08053,080530-99999,SPE00120233,Yes
08055,080550-99999,SPE00120224,Yes
08075,080750-99999,SPE00119909,Yes
08085,080850-99999,SPE00120359,Yes
08094,080940-99999,,Yes
08130,081300-99999,SPE00120620,Yes
08140,081400-99999,SPE00120602,Yes
08141,081410-99999,SPE00120593,Yes
08148,081480-99999,SPE00120521,Yes
08160,081600-99999,SP000009434,Yes
08175,081750-99999,SPE00120530,Yes
08180,081800-99999,,Yes
08181,081810-99999,SP000008181,Yes
08202,082020-99999,SP000008202,Yes
08215,082150-99999,SP000008215,Yes
08221,082210-99999,SPE00120278,Yes
08222,082220-99999,SP000003195,Yes
08223,082230-99999,SPE00120287,Yes
08238,082380-99999,SP000009981,Yes
08280,082800-99999,SP000008280,Yes
08285,082850-99999,SP000008416,Yes
08286,082860-99999,SPE00119999,Yes
08314,083140-99999,SPE00119864,Yes
08330,083300-99999,SP000004452,Yes
08348,083480-99999,SPE00120035,Yes
08359,083590-99999,SPM00008359,Yes
08373,083730-99999,SPE00119855,Yes
08383,083830-99999,SPE00120152,Yes
08390,083900-99999,,
08429,084290-99999,SPE00120332,Yes
08430,084300-99999,SPE00120323,Yes
08433,084330-99999,SP000007038,Yes
08451,084510-99999,SPE00119945,Yes
08452,084520-99999,SPE00119936,Yes
08453,084530-99999,,Yes
08482,084820-99999,SP000006155,Yes
08487,084870-99999,SPE00119783,Yes
08495,084950-99999,GIM00008495,Yes
08509,085090-99999,POW00013201,Yes
08512,085120-99999,POM00008512,Yes
08515,085150-99999,POM00008515,Yes
08522,085220-99999,PO000008522,Yes
08524,085240-99999,POM00008524,Yes
08535,085350-99999,PO000008535,Yes
08562,085620-99999,PO000008562,Yes
08575,085750-99999,PO000008575,Yes
08594,085940-99999,CVM00008594,Yes
10015,100150-99999,GME00102177,Yes
10020,100200-99999,GME00102185,Yes
10033,100330-99999,,Yes
10035,100350-99999,GME00102193,Yes
10037,100370-99999,,Yes
10046,100460-99999,GME00121030,Yes
10055,100550-99999,GME00102201,Yes
10091,100910-99999,GME00121018,Yes
10113,101130-99999,GME00121102,Yes
10129,101290-99999,GMM00010129,Yes
10131,101310-99999,GME00121270,Yes
10136,101360-99999,,Yes
10147,101470-99999,GM000010147,Yes
10161,101610-99999,GMM00010161,Yes
10162,101620-99999,GM000003038,Yes
10170,101700-99999,GME00102212,Yes
10184,101840-99999,GME00102220,Yes
10224,102240-99999,GM000001474,Yes
10246,102460-99999,,Yes
10253,102530-99999,GMM00010253,Yes
10264,102640-99999,GME00121090,Yes
10270,102700-99999,GME00102236,Yes
10291,102910-99999,GME00120994,Yes
10334,103340-99999,,Yes
10338,103380-99999,GME00102244,Yes
10343,103430-99999,,Yes
10348,103480-99999,GMM00010348,Yes
10361,103610-99999,GME00102252,Yes
10379,103790-99999,GM000003342,Yes
10381,103810-99999,GM000003319,Yes
10382,103820-99999,GME00121150,Yes
10384,103840-99999,GME00111445,Yes
10393,103930-99999,GM000010393,Yes
10400,104000-99999,GME00102268,Yes
10410,104100-99999,GMM00010410,Yes
10416,104160-99999,,
10426,104260-99999,,
10427,104270-99999,GME00111457,Yes
10430,104300-99999,GME00121078,Yes
10438,104380-99999,GME00102276,Yes
10439,104390-99999,,Yes
10449,104490-99999,GMM00010449,Yes
10452,104520-99999,GMM00010452,Yes
10453,104530-99999,GME00114621,Yes
10469,104690-99999,GME00102292,Yes
10480,104800-99999,GMM00010480,Yes
10488,104880-99999,GMM00010488,Yes
10496,104960-99999,GME00121258,Yes
10499,104990-99999,GME00102308,Yes
10501,105010-99999,GME00102316,
10513,105130-99999,GME00121042,Yes
10532,105320-99999,GME00120982,Yes
10544,105440-99999,GME00121174,Yes
10548,105480-99999,GME00102332,Yes
10554,105540-99999,GME00102340,Yes
10567,105670-99999,GME00120970,Yes
10578,105780-99999,GME00102348,Yes
10609,106090-99999,GM000002277,Yes
10628,106280-99999,GMM00010628,Yes
10633,106330-99999,,
10637,106370-99999,GMW00035032,Yes
10641,106410-99999,GME00121246,Yes
10655,106550-99999,GME00102356,Yes
10675,106750-99999,GM000004063,Yes
10685,106850-99999,GME00102364,Yes
10687,106870-99999,,
10688,106880-99999,GME00121186,Yes
10708,107080-99999,GME00102372,Yes
10729,107290-99999,GMM00010729,Yes
10738,107380-99999,GM000002716,Yes
10739,107390-99999,GME00115771,Yes
10742,107420-99999,GME00121126,Yes
10745,107450-99999,,
10752,107520-99999,GMW00034190,
10755,107550-99999,,
10761,107610-99999,GMM00010761,Yes
10763,107630-99999,GME00102380,Yes
10776,107760-99999,GME00121138,Yes
10788,107880-99999,GME00102388,Yes
10791,107910-99999,GME00121006,Yes
10803,108030-99999,GMM00010803,Yes
10805,108050-99999,GME00121054,Yes
10815,108150-99999,GME00120946,Yes
10818,108180-99999,GMM00010818,Yes
10836,108360-99999,GME00121162,Yes
10838,108380-99999,GMM00010838,Yes
10852,108520-99999,GME00102396,Yes
10853,108530-99999,,Yes
10856,108560-99999,,Yes
10860,108600-99999,,Yes
10863,108630-99999,GMM00010863,Yes
10865,108650-99999,GM000004199,Yes
10866,108660-99999,,
10870,108700-99999,GMM00010870,Yes
10908,109080-99999,GME00120934,Yes
10929,109290-99999,GME00102404,Yes
10935,109350-99999,,
10946,109460-99999,GME00102412,Yes
10947,109470-99999,,
10948,109480-99999,GME00121114,Yes
10954,109540-99999,,Yes
10961,109610-99999,GM000004155,Yes
10962,109620-99999,GM000010962,Yes
10963,109630-99999,GMM00010963,Yes
10980,109800-99999,,Yes
11010,110100-99999,,Yes
11012,110120-99999,AU000005010,Yes
11030,110300-99999,,Yes
11035,110350-99999,AU000005901,Yes
11120,111200-99999,AU000011801,Yes
11146,111460-99999,AU000015410,Yes
11150,111500-99999,AU000006306,Yes
11155,111550-99999,AUM00011155,Yes
11157,111570-99999,,Yes
11212,112120-99999,AUM00011212,Yes
11231,112310-99999,AUM00011231,Yes
11240,112400-99999,AU000016402,Yes
11406,114060-99999,EZM00011406,Yes
11414,114140-99999,,Yes
11448,114480-99999,,
11518,115180-99999,EZM00011518,Yes
11567,115670-99999,,Yes
11603,116030-99999,EZM00011603,Yes
11643,116430-99999,,Yes
11723,117230-99999,EZM00011723,Yes
11782,117820-99999,EZM00011782,Yes
11816,118160-99999,,Yes
11858,118580-99999,LOE00105562,Yes
11903,119030-99999,LOM00011903,Yes
11934,119340-99999,LO000011934,Yes
11968,119680-99999,LOE00116344,Yes
12100,121000-99999,,Yes
12115,121150-99999,,Yes
12150,121500-99999,,
12160,121600-99999,PLM00012160,Yes
12200,122000-99999,,Yes
12205,122050-99999,PLM00012205,Yes
12212,122120-99999,,
12225,122250-99999,,
12250,122500-99999,,Yes
12295,122950-99999,PLM00012295,Yes
12330,123300-99999,PLM00012330,Yes
12375,123750-99999,PLM00012375,Yes
12400,124000-99999,,Yes
12415,124150-99999,,Yes
12424,124240-99999,PLM00012424,Yes
12495,124950-99999,,Yes
12500,125000-99999,,Yes
12550,125500-99999,,Yes
12566,125660-99999,PLM00012566,Yes
12570,125700-99999,,Yes
12575,125750-99999,,Yes
12595,125950-99999,,Yes
12600,126000-99999,,Yes
12843,128430-99999,HUM00012843,Yes
12882,128820-99999,HUM00012882,Yes
12942,129420-99999,HU000012942,Yes
12982,129820-99999,HUM00012982,Yes
13168,131680-99999,RIE00111909,Yes
13272,132720-99999,,Yes
13274,132740-99999,RIE00100818,Yes
13353,133530-99999,,
13388,133880-99999,RIE00100814,Yes
13463,134630-99999,MJM00013463,Yes
13585,135850-99999,MKE00100915,Yes
14008,140080-99999,SIE00105938,Yes
14015,140150-99999,SIM00014015,Yes
14236,142360-99999,HR000142360,Yes
14445,144450-99999,HRE00105217,Yes
14542,145420-99999,BKM00014542,Yes
14557,145570-99999,BKM00014557,Yes
14648,146480-99999,BKM00014648,Yes
14654,146540-99999,BKM00014654,Yes
15085,150850-99999,ROM00015085,Yes
15090,150900-99999,ROE00108896,Yes
15120,151200-99999,ROE00100902,Yes
15247,152470-99999,ROM00015247,Yes
15260,152600-99999,ROE00108901,Yes
15350,153500-99999,ROE00100900,Yes
15360,153600-99999,ROM00015360,Yes
15420,154200-99999,ROE00108889,Yes
15480,154800-99999,ROE00108892,Yes
15552,155520-99999,BUM00015552,Yes
15614,156140-99999,BUM00015614,Yes
16090,160900-99999,IT000016090,Yes
16110,161100-99999,ITM00016110,Yes
16149,161490-99999,ITM00016149,Yes
16158,161580-99999,ITM00016158,Yes
16191,161910-99999,,Yes
16206,162060-99999,ITM00016206,Yes
16214,162140-99999,,Yes
16216,162160-99999,,Yes
16243,162430-99999,,Yes
16253,162530-99999,ITM00016253,Yes
16261,162610-99999,,Yes
16270,162700-99999,,Yes
16312,163120-99999,,Yes
16320,163200-99999,IT000016320,Yes
16324,163240-99999,,
16325,163250-99999,ITM00016325,Yes
16332,163320-99999,,Yes
16420,164200-99999,ITM00016420,Yes
16429,164290-99999,ITM00016429,Yes
16436,164360-99999,,Yes
16453,164530-99999,,Yes
16459,164590-99999,ITW00033126,Yes
16460,164600-99999,,Yes
16470,164700-99999,,Yes
16560,165600-99999,IT000016560,Yes
16597,165970-99999,MT000016597,Yes
16622,166220-99999,GRM00016622,Yes
16641,166410-99999,GR000016641,Yes
16648,166480-99999,GR000016648,Yes
16716,167160-99999,GR000016716,Yes
16719,167190-99999,GRM00016719,Yes
16726,167260-99999,GRM00016726,Yes
16734,167340-99999,GR000016734,Yes
16754,167540-99999,GR000016754,Yes
17030,170300-99999,TUM00017030,Yes
17040,170400-99999,TU000017040,Yes
17050,170500-99999,TUM00017050,Yes
17060,170600-99999,,Yes
17062,170620-99999,TU000017062,
17074,170740-99999,TU000017074,Yes
17082,170820-99999,,Yes
17090,170900-99999,TU000017090,Yes
17092,170920-99999,TUM00017092,Yes
17096,170960-99999,TUM00017096,Yes
17112,171120-99999,TUM00017112,Yes
17115,171150-99999,,Yes
17116,171160-99999,TUM00017116,Yes
17124,171240-99999,,Yes
17129,171290-99999,,Yes
17130,171300-99999,TUM00017130,Yes
17150,171500-99999,TUM00017150,Yes
17170,171700-99999,TU000017170,Yes
17190,171900-99999,TUM00017190,Yes
17199,171990-99999,TUM00017199,Yes
17200,172000-99999,,Yes
17210,172100-99999,TUM00017210,Yes
17218,172180-99999,,Yes
17220,172200-99999,TUM00017220,Yes
17240,172400-99999,TU000017240,Yes
17244,172440-99999,TUM00017244,Yes
17250,172500-99999,TUM00017250,Yes
17270,172700-99999,TUM00017270,Yes
17280,172800-99999,TUM00017280,Yes
17292,172920-99999,TUM00017292,Yes
17300,173000-99999,TUM00017300,Yes
17352,173520-99999,,Yes
17600,176000-99999,,Yes
17609,176090-99999,CY000176090,Yes
20046,200460-99999,RSM00020046,Yes
20069,200690-99999,RSM00020069,Yes
20087,200870-99999,RSM00020087,Yes
20107,201070-99999,SV000020107,Yes
20292,202920-99999,RSM00020292,Yes
20476,204760-99999,RSM00020476,Yes
20665,206650-99999,,Yes
20667,206670-99999,RSM00020667,Yes
20674,206740-99999,RSM00020674,Yes
20744,207440-99999,RSM00020744,Yes
20891,208910-99999,RSM00020891,Yes
20946,209460-99999,RSM00020946,Yes
20967,209670-99999,RSM00020967,Yes
20982,209820-99999,RSM00020982,Yes
21432,214320-99999,RSM00021432,Yes
21535,215350-99999,,Yes
21613,216130-99999,,
21636,216360-99999,RSM00021636,Yes
21802,218020-99999,RSM00021802,Yes
21824,218240-99999,RSM00021824,Yes
21908,219080-99999,RSM00021908,Yes
21921,219210-99999,RSM00021921,Yes
21931,219310-99999,RSM00021931,Yes
21946,219460-99999,RSM00021946,Yes
21978,219780-99999,,Yes
21982,219820-99999,RSM00021982,Yes
22003,220030-99999,RSM00022003,Yes
22019,220190-99999,RSM00022019,Yes
22028,220280-99999,RSM00022028,Yes
22095,220950-99999,RSM00022095,Yes
22101,221010-99999,RSM00022101,Yes
22106,221060-99999,RSM00022106,Yes
22113,221130-99999,RSM00022113,Yes
22127,221270-99999,RSM00022127,Yes
22140,221400-99999,RSM00022140,Yes
22165,221650-99999,RSM00022165,Yes
22204,222040-99999,RSM00022204,Yes
22212,222120-99999,RSM00022212,Yes
22213,222130-99999,RSM00022213,Yes
22217,222170-99999,RSM00022217,Yes
22235,222350-99999,RSM00022235,Yes
22249,222490-99999,RSM00022249,Yes
22271,222710-99999,RSM00022271,Yes
22292,222920-99999,RSM00022292,Yes
22312,223120-99999,RSM00022312,Yes
22324,223240-99999,RSM00022324,Yes
22334,223340-99999,,Yes
22349,223490-99999,RSM00022349,Yes
22355,223550-99999,RSM00022355,Yes
22383,223830-99999,RSM00022383,Yes
22408,224080-99999,RSM00022408,Yes
22422,224220-99999,RSM00022422,Yes
22438,224380-99999,RSM00022438,Yes
22446,224460-99999,RSM00022446,Yes
22471,224710-99999,RSM00022471,Yes
22520,225200-99999,RSM00022520,Yes
22522,225220-99999,RSM00022522,Yes
22525,225250-99999,RSM00022525,Yes
22529,225290-99999,RSM00022529,Yes
22550,225500-99999,RSM00022550,Yes
22563,225630-99999,RSM00022563,Yes
22583,225830-99999,RSM00022583,Yes
22602,226020-99999,RSM00022602,Yes
22619,226190-99999,RSM00022619,Yes
22621,226210-99999,RSM00022621,Yes
22641,226410-99999,RSM00022641,Yes
22648,226480-99999,RSM00022648,Yes
22656,226560-99999,RSM00022656,Yes
22676,226760-99999,RSM00022676,Yes
22686,226860-99999,RSM00022686,Yes
22721,227210-99999,RSM00022721,Yes
22727,227270-99999,RSM00022727,Yes
22768,227680-99999,RSM00022768,Yes
22778,227780-99999,RSM00022778,Yes
22798,227980-99999,RSM00022798,Yes
22802,228020-99999,RSM00022802,Yes
22820,228200-99999,RSM00022820,Yes
22831,228310-99999,RSM00022831,Yes
22837,228370-99999,RSM00022837,Yes
22845,228450-99999,RSM00022845,Yes
22854,228540-99999,RSM00022854,Yes
22867,228670-99999,RSM00022867,Yes
22887,228870-99999,RSM00022887,Yes
22892,228920-99999,RSM00022892,Yes
22907,229070-99999,RSM00022907,Yes
22912,229120-99999,RSM00022912,Yes
22939,229390-99999,RSM00022939,Yes
22954,229540-99999,RSM00022954,Yes
22981,229810-99999,RSM00022981,Yes
22996,229960-99999,RSM00022996,Yes
23022,230220-99999,RSM00023022,Yes
23024,230240-99999,,Yes
23029,230290-99999,,Yes
23032,230320-99999,RSM00023032,Yes
23058,230580-99999,RSM00023058,Yes
23074,230740-99999,RSM00023074,Yes
23114,231140-99999,RSM00023114,Yes
23205,232050-99999,RSM00023205,Yes
23219,232190-99999,RSM00023219,Yes
23220,232200-99999,RSM00023220,Yes
23226,232260-99999,RSM00023226,Yes
23242,232420-99999,RSM00023242,Yes
23256,232560-99999,RSM00023256,Yes
23274,232740-99999,RSM00023274,Yes
23305,233050-99999,RSM00023305,Yes
23324,233240-99999,RSM00023324,Yes
23330,233300-99999,RSM00023330,Yes
23345,233450-99999,RSM00023345,Yes
23383,233830-99999,RSM00023383,Yes
23405,234050-99999,RSM00023405,Yes
23412,234120-99999,RSM00023412,Yes
23418,234180-99999,RSM00023418,Yes
23426,234260-99999,RSM00023426,Yes
23445,234450-99999,RSM00023445,Yes
23463,234630-99999,RSM00023463,Yes
23472,234720-99999,RSM00023472,Yes
23514,235140-99999,RSM00023514,Yes
23518,235180-99999,RSM00023518,Yes
23527,235270-99999,RSM00023527,Yes
23552,235520-99999,RSM00023552,Yes
23589,235890-99999,RSM00023589,Yes
23606,236060-99999,RSM00023606,Yes
23625,236250-99999,RSM00023625,Yes
23631,236310-99999,RSM00023631,Yes
23656,236560-99999,RSM00023656,Yes
23662,236620-99999,RSM00023662,Yes
23678,236780-99999,RSM00023678,Yes
23701,237010-99999,RSM00023701,Yes
23707,,RSM00023707,Yes
23711,237110-99999,RSM00023711,Yes
23724,237240-99999,RSM00023724,Yes
23734,237340-99999,RSM00023734,Yes
23803,238030-99999,RSM00023803,Yes
23804,238040-99999,RSM00023804,Yes
23849,238490-99999,RSM00023849,Yes
23867,238670-99999,RSM00023867,Yes
23884,238840-99999,RSM00023884,Yes
23891,238910-99999,RSM00023891,Yes
23904,239040-99999,RSM00023904,Yes
23909,239090-99999,RSM00023909,Yes
23914,239140-99999,RSM00023914,Yes
23921,239210-99999,RSM00023921,Yes
23929,239290-99999,RSM00023929,Yes
23933,239330-99999,RSM00023933,Yes
23946,239460-99999,RSM00023946,Yes
23955,239550-99999,RSM00023955,Yes
23966,239660-99999,RSM00023966,Yes
23973,239730-99999,RSM00023973,Yes
23982,239820-99999,RSM00023982,Yes
23986,239860-99999,RSM00023986,Yes
23987,239870-99999,RSM00023987,Yes
24076,240760-99999,RSM00024076,Yes
24125,241250-99999,RSM00024125,Yes
24136,241360-99999,RSM00024136,Yes
24143,241430-99999,RSM00024143,Yes
24266,242660-99999,RSM00024266,Yes
24329,243290-99999,RSM00024329,Yes
24338,243380-99999,,Yes
24343,243430-99999,RSM00024343,Yes
24371,243710-99999,RSM00024371,Yes
24382,243820-99999,RSM00024382,Yes
24477,244770-99999,RSM00024477,Yes
24507,245070-99999,RSM00024507,Yes
24538,245380-99999,RSM00024538,Yes
24585,245850-99999,RSM00024585,Yes
24606,246060-99999,RSM00024606,Yes
24639,246390-99999,RSM00024639,Yes
24641,246410-99999,RSM00024641,Yes
24643,246430-99999,RSM00024643,Yes
24652,246520-99999,RSM00024652,Yes
24656,246560-99999,RSM00024656,Yes
24661,246610-99999,RSM00024661,Yes
24671,246710-99999,RSM00024671,Yes
24679,246790-99999,RSM00024679,Yes
24688,246880-99999,RSM00024688,Yes
24713,247130-99999,RSM00024713,Yes
24724,247240-99999,RSM00024724,Yes
24725,247250-99999,RSM00024725,Yes
24726,247260-99999,RSM00024726,Yes
24738,247380-99999,RSM00024738,Yes
24763,247630-99999,RSM00024763,Yes
24768,247680-99999,RSM00024768,Yes
24790,247900-99999,RSM00024790,Yes
24802,248020-99999,RSM00024802,Yes
24817,248170-99999,RSM00024817,Yes
24843,248430-99999,,Yes
24856,248560-99999,RSM00024856,Yes
24871,248710-99999,,Yes
24908,249080-99999,RSM00024908,Yes
24918,249180-99999,RSM00024918,Yes
24923,249230-99999,RSM00024923,Yes
24933,249330-99999,RSM00024933,Yes
24944,249440-99999,RSM00024944,Yes
24951,249510-99999,RSM00024951,Yes
24959,249590-99999,RSM00024959,Yes
24962,249620-99999,RSM00024962,Yes
24966,249660-99999,RSM00024966,Yes
24967,249670-99999,RSM00024967,Yes
24982,249820-99999,RSM00024982,Yes
24988,249880-99999,RSM00024988,Yes
25034,250340-99999,RSM00025034,Yes
25042,250420-99999,RSM00025042,Yes
25062,250620-99999,RSM00025062,Yes
25121,251210-99999,,Yes
25123,251230-99999,RSM00025123,Yes
25138,251380-99999,RSM00025138,Yes
25151,251510-99999,,Yes
25173,251730-99999,RSM00025173,Yes
25206,252060-99999,RSM00025206,Yes
25248,252480-99999,RSM00025248,Yes
